begintime,records,battV_min,airTC_avg,relav_humid,LWmV_avg,LWMdry_tot,LWMcon_tot,LWMwet_tot,rain_mm_tot,time_interval,hydrocode
2014-10-03 17:00:00,12862,NULL,20.20473,85.63,286.9518,4,4,7,0,15,AHSGP-O_air
2014-10-03 17:15:00,12863,NULL,19.68366,88.386,415.6372,0,0,15,0,15,AHSGP-O_air
2014-10-03 17:30:00,12864,NULL,19.22634,91.5,441.4665,0,0,15,0.254,15,AHSGP-O_air
2014-10-03 17:45:00,12865,NULL,18.9452,93.621,481.7972,0,0,15,0,15,AHSGP-O_air
2014-10-03 18:00:00,12866,NULL,18.82007,94.566,403.5941,0,0,15,0,15,AHSGP-O_air
2014-10-03 18:15:00,12867,NULL,18.71187,96.056,370.2872,0,0,15,0,15,AHSGP-O_air
2014-10-03 18:30:00,12868,NULL,18.62907,97.02,409.0021,0,0,15,0.254,15,AHSGP-O_air
2014-10-03 18:45:00,12869,NULL,18.60627,97.508,452.7842,0,0,15,0,15,AHSGP-O_air
2014-10-03 19:00:00,12870,NULL,18.5448,98.496,551.9407,0,0,15,0.508,15,AHSGP-O_air
2014-10-03 19:15:00,12871,NULL,18.48046,99.258,560.8754,0,0,15,0.254,15,AHSGP-O_air
2014-10-03 19:30:00,12872,NULL,18.43927,99.863,564.5049,0,0,15,0.254,15,AHSGP-O_air
2014-10-03 19:45:00,12873,NULL,18.4018,99.998,547.7751,0,0,15,0.508,15,AHSGP-O_air
2014-10-03 20:00:00,12874,NULL,18.35547,99.998,448.8749,0,0,15,0,15,AHSGP-O_air
2014-10-03 20:15:00,12875,NULL,18.33447,99.998,397.1818,0,0,15,0,15,AHSGP-O_air
2014-10-03 20:30:00,12876,NULL,18.32993,99.998,371.9884,0,0,15,0,15,AHSGP-O_air
2014-10-03 20:45:00,12877,NULL,18.32474,99.998,370.2271,0,0,15,0,15,AHSGP-O_air
2014-10-03 21:00:00,12878,NULL,18.27454,99.998,365.9831,0,0,15,0,15,AHSGP-O_air
2014-10-03 21:15:00,12879,NULL,18.22253,99.998,363.5788,0,0,15,0,15,AHSGP-O_air
2014-10-03 21:30:00,12880,NULL,18.211,99.998,366.1043,0,0,15,0,15,AHSGP-O_air
2014-10-03 21:45:00,12881,NULL,18.16153,99.998,364.2055,0,0,15,0,15,AHSGP-O_air
2014-10-03 22:00:00,12882,NULL,18.11267,99.998,359.0418,0,0,15,0,15,AHSGP-O_air
2014-10-03 22:15:00,12883,NULL,18.05,99.998,355.5639,0,0,15,0,15,AHSGP-O_air
2014-10-03 22:30:00,12884,NULL,18.01647,99.998,357.2072,0,0,15,0,15,AHSGP-O_air
2014-10-03 22:45:00,12885,NULL,18.0106,99.998,358.2573,0,0,15,0,15,AHSGP-O_air
2014-10-03 23:00:00,12886,NULL,17.8932,99.998,357.6132,0,0,15,0,15,AHSGP-O_air
2014-10-03 23:15:00,12887,NULL,17.82627,99.998,356.9844,0,0,15,0,15,AHSGP-O_air
2014-10-03 23:30:00,12888,NULL,17.8124,99.998,351.267,0,0,15,0,15,AHSGP-O_air
2014-10-03 23:45:00,12889,NULL,17.8204,99.998,354.3694,0,0,15,0,15,AHSGP-O_air
2014-10-04 00:00:00,12890,NULL,17.84994,99.998,370.9659,0,0,15,0,15,AHSGP-O_air
2014-10-04 00:15:00,12891,NULL,17.86087,99.998,360.8315,0,0,15,0,15,AHSGP-O_air
2014-10-04 00:30:00,12892,NULL,17.81047,99.998,375.0735,0,0,15,0,15,AHSGP-O_air
2014-10-04 00:45:00,12893,NULL,17.7082,99.998,361.6689,0,0,15,0,15,AHSGP-O_air
2014-10-04 01:00:00,12894,NULL,17.662,99.998,355.161,0,0,15,0,15,AHSGP-O_air
2014-10-04 01:15:00,12895,NULL,17.5484,99.998,353.126,0,0,15,0,15,AHSGP-O_air
2014-10-04 01:30:00,12896,NULL,17.54867,99.998,354.3399,0,0,15,0,15,AHSGP-O_air
2014-10-04 01:45:00,12897,NULL,17.6348,99.998,352.1461,0,0,15,0,15,AHSGP-O_air
2014-10-04 02:00:00,12898,NULL,17.5932,99.998,355.8407,0,0,15,0,15,AHSGP-O_air
2014-10-04 02:15:00,12899,NULL,17.47213,99.998,369.5668,0,0,15,0,15,AHSGP-O_air
2014-10-04 02:30:00,12900,NULL,17.42547,99.998,370.7766,0,0,15,0,15,AHSGP-O_air
2014-10-04 02:45:00,12901,NULL,17.25333,99.998,377.1737,0,0,15,0,15,AHSGP-O_air
2014-10-04 03:00:00,12902,NULL,17.14507,99.998,374.0499,0,0,15,0,15,AHSGP-O_air
2014-10-04 03:15:00,12903,NULL,17.22853,99.998,369.8201,0,0,15,0,15,AHSGP-O_air
2014-10-04 03:30:00,12904,NULL,17.24473,99.998,362.718,0,0,15,0,15,AHSGP-O_air
2014-10-04 03:45:00,12905,NULL,17.5562,99.998,407.6437,0,0,15,0.254,15,AHSGP-O_air
2014-10-04 04:00:00,12906,NULL,17.61733,99.998,377.6091,0,0,15,0,15,AHSGP-O_air
2014-10-04 04:15:00,12907,NULL,17.5632,99.998,358.9695,0,0,15,0,15,AHSGP-O_air
2014-10-04 04:30:00,12908,NULL,17.52653,99.998,349.3348,0,0,15,0,15,AHSGP-O_air
2014-10-04 04:45:00,12909,NULL,17.32293,88.188,350.5059,0,0,15,0,15,AHSGP-O_air
2014-10-04 05:00:00,12910,NULL,17.2006,88.238,325.9536,0,0,15,0,15,AHSGP-O_air
2014-10-04 05:15:00,12911,NULL,16.7944,66.312,321.6129,0,0,15,0,15,AHSGP-O_air
2014-10-04 05:30:00,12912,NULL,16.36613,65.421,286.4135,3,3,9,0,15,AHSGP-O_air
2014-10-04 05:45:00,12913,NULL,15.87127,68.027,274.8669,12,2,1,0,15,AHSGP-O_air
2014-10-04 06:00:00,12914,NULL,16.07327,64.33,275.8427,8,6,1,0,15,AHSGP-O_air
2014-10-04 06:15:00,12915,NULL,15.94453,65.75,272.6426,15,0,0,0,15,AHSGP-O_air
2014-10-04 06:30:00,12916,NULL,15.9454,62.183,272.5266,15,0,0,0,15,AHSGP-O_air
2014-10-04 06:45:00,12917,NULL,15.856,63.294,272.4778,15,0,0,0,15,AHSGP-O_air
2014-10-04 07:00:00,12918,NULL,15.76087,64.935,272.4513,15,0,0,0,15,AHSGP-O_air
2014-10-04 07:15:00,12919,NULL,15.573,63.792,273.3173,13,2,0,0,15,AHSGP-O_air
2014-10-04 07:30:00,12920,NULL,15.6006,65.021,272.3486,15,0,0,0,15,AHSGP-O_air
2014-10-04 07:45:00,12921,NULL,15.4904,65.273,272.2539,15,0,0,0,15,AHSGP-O_air
2014-10-04 08:00:00,12922,NULL,15.24927,65.414,272.2692,15,0,0,0,15,AHSGP-O_air
2014-10-04 08:15:00,12923,NULL,15.2212,65.494,272.1878,15,0,0,0,15,AHSGP-O_air
2014-10-04 08:30:00,12924,NULL,15.4188,63.382,271.9721,15,0,0,0,15,AHSGP-O_air
2014-10-04 08:45:00,12925,NULL,15.85853,59.667,271.6099,15,0,0,0,15,AHSGP-O_air
2014-10-04 09:00:00,12926,NULL,16.80447,55.324,271.0543,15,0,0,0,15,AHSGP-O_air
2014-10-04 09:15:00,12927,NULL,17.3658,55.593,270.4601,15,0,0,0,15,AHSGP-O_air
2014-10-04 09:30:00,12928,NULL,17.46427,58.628,270.2423,15,0,0,0,15,AHSGP-O_air
2014-10-04 09:45:00,12929,NULL,16.88753,58.482,270.5568,15,0,0,0,15,AHSGP-O_air
2014-10-04 10:00:00,12930,NULL,15.6018,61.527,270.9749,15,0,0,0,15,AHSGP-O_air
2014-10-04 10:15:00,12931,NULL,15.4686,63.761,270.8376,15,0,0,0,15,AHSGP-O_air
2014-10-04 10:30:00,12932,NULL,14.98553,59.565,270.4672,15,0,0,0,15,AHSGP-O_air
2014-10-04 10:45:00,12933,NULL,14.1712,57.144,270.4682,15,0,0,0,15,AHSGP-O_air
2014-10-04 11:00:00,12934,NULL,14.3506,57.363,270.2403,15,0,0,0,15,AHSGP-O_air
2014-10-04 11:15:00,12935,NULL,13.9822,56.378,270.3166,15,0,0,0,15,AHSGP-O_air
2014-10-04 11:30:00,12936,NULL,14.89573,54.324,270.1447,15,0,0,0,15,AHSGP-O_air
2014-10-04 11:45:00,12937,NULL,15.69167,45.573,270.3899,15,0,0,0,15,AHSGP-O_air
2014-10-04 12:00:00,12938,NULL,16.1648,46.156,270.3868,15,0,0,0,15,AHSGP-O_air
2014-10-04 12:15:00,12939,NULL,15.9454,45.199,270.3573,15,0,0,0,15,AHSGP-O_air
2014-10-04 12:30:00,12940,NULL,15.91307,42.539,269.8587,15,0,0,0,15,AHSGP-O_air
2014-10-04 12:45:00,12941,NULL,16.44933,44.132,269.6349,15,0,0,0,15,AHSGP-O_air
2014-10-04 13:00:00,12942,NULL,16.143,45.824,269.9432,15,0,0,0,15,AHSGP-O_air
2014-10-04 13:15:00,12943,NULL,15.7054,46.785,269.6908,15,0,0,0,15,AHSGP-O_air
2014-10-04 13:30:00,12944,NULL,16.13673,43.622,269.6166,15,0,0,0,15,AHSGP-O_air
2014-10-04 13:45:00,12945,NULL,15.73,43.791,269.6979,15,0,0,0,15,AHSGP-O_air
2014-10-04 14:00:00,12946,NULL,14.91333,43.947,269.5759,15,0,0,0,15,AHSGP-O_air
2014-10-04 14:15:00,12947,NULL,14.4148,38.664,269.5433,15,0,0,0,15,AHSGP-O_air
2014-10-04 14:30:00,12948,NULL,15.24233,41.55,269.5067,15,0,0,0,15,AHSGP-O_air
2014-10-04 14:45:00,12949,NULL,14.61007,41.969,269.5728,15,0,0,0,15,AHSGP-O_air
2014-10-04 15:00:00,12950,NULL,14.8788,37.5,269.4589,15,0,0,0,15,AHSGP-O_air
2014-10-04 15:15:00,12951,NULL,14.98233,36.201,269.35,15,0,0,0,15,AHSGP-O_air
2014-10-04 15:30:00,12952,NULL,14.75153,37.358,269.1332,15,0,0,0,15,AHSGP-O_air
2014-10-04 15:45:00,12953,NULL,14.58033,39.961,269.1261,15,0,0,0,15,AHSGP-O_air
2014-10-04 16:00:00,12954,NULL,14.54093,40.902,269.1159,15,0,0,0,15,AHSGP-O_air
2014-10-04 16:15:00,12955,NULL,13.35127,43.298,269.4019,15,0,0,0,15,AHSGP-O_air
2014-10-04 16:30:00,12956,NULL,12.708,45.956,269.6084,15,0,0,0,15,AHSGP-O_air
2014-10-04 16:45:00,12957,NULL,12.27947,43.771,269.4242,15,0,0,0,15,AHSGP-O_air
2014-10-04 17:00:00,12958,NULL,11.81647,42.199,269.4935,15,0,0,0,15,AHSGP-O_air
2014-10-04 17:15:00,12959,NULL,11.23913,45.158,269.6634,15,0,0,0,15,AHSGP-O_air
2014-10-04 17:30:00,12960,NULL,10.6342,44.345,269.5667,15,0,0,0,15,AHSGP-O_air
2014-10-04 17:45:00,12961,NULL,10.36347,46.171,269.6216,15,0,0,0,15,AHSGP-O_air
2014-10-04 18:00:00,12962,NULL,10.26067,46.871,269.7936,15,0,0,0,15,AHSGP-O_air
2014-10-04 18:15:00,12963,NULL,10.3038,48.447,269.757,15,0,0,0,15,AHSGP-O_air
2014-10-04 18:30:00,12964,NULL,10.22827,43.77,269.8689,15,0,0,0,15,AHSGP-O_air
2014-10-04 18:45:00,12965,NULL,9.993333,43.646,269.8354,15,0,0,0,15,AHSGP-O_air
2014-10-04 19:00:00,12966,NULL,9.577199,46.205,269.8954,15,0,0,0,15,AHSGP-O_air
2014-10-04 19:15:00,12967,NULL,8.956866,47.759,270.0561,15,0,0,0,15,AHSGP-O_air
2014-10-04 19:30:00,12968,NULL,8.765333,49.283,270.1263,15,0,0,0,15,AHSGP-O_air
2014-10-04 19:45:00,12969,NULL,8.466534,51.009,270.2433,15,0,0,0,15,AHSGP-O_air
2014-10-04 20:00:00,12970,NULL,8.357734,50.817,270.2617,15,0,0,0,15,AHSGP-O_air
2014-10-04 20:15:00,12971,NULL,8.010533,52.496,270.2423,15,0,0,0,15,AHSGP-O_air
2014-10-04 20:30:00,12972,NULL,7.692867,51.886,270.4235,15,0,0,0,15,AHSGP-O_air
2014-10-04 20:45:00,12973,NULL,7.7054,50.896,270.3451,15,0,0,0,15,AHSGP-O_air
2014-10-04 21:00:00,12974,NULL,7.822466,51.529,270.2678,15,0,0,0,15,AHSGP-O_air
2014-10-04 21:15:00,12975,NULL,7.5272,53.542,270.5079,15,0,0,0,15,AHSGP-O_air
2014-10-04 21:30:00,12976,NULL,7.285867,54.189,270.6351,15,0,0,0,15,AHSGP-O_air
2014-10-04 21:45:00,12977,NULL,6.938066,56.851,270.7002,15,0,0,0,15,AHSGP-O_air
2014-10-04 22:00:00,12978,NULL,6.791333,56.7,270.7816,15,0,0,0,15,AHSGP-O_air
2014-10-04 22:15:00,12979,NULL,6.512933,58.425,270.804,15,0,0,0,15,AHSGP-O_air
2014-10-04 22:30:00,12980,NULL,6.137334,61.419,270.9994,15,0,0,0,15,AHSGP-O_air
2014-10-04 22:45:00,12981,NULL,5.818933,59.841,271.1825,15,0,0,0,15,AHSGP-O_air
2014-10-04 23:00:00,12982,NULL,6.072,57.843,271.1031,15,0,0,0,15,AHSGP-O_air
2014-10-04 23:15:00,12983,NULL,6.225467,56.816,270.9587,15,0,0,0,15,AHSGP-O_air
2014-10-04 23:30:00,12984,NULL,6.416,56.743,270.9088,15,0,0,0,15,AHSGP-O_air
2014-10-04 23:45:00,12985,NULL,6.395667,59.072,271.0471,15,0,0,0,15,AHSGP-O_air
2014-10-01 00:00:00,12602,NULL,15.28613,99.998,350.9913,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 00:15:00,12603,NULL,15.25169,99.998,352.7007,0,0,16,NULL,15,AHSGP-O_canopy
2014-10-01 00:30:00,12604,NULL,15.19627,99.998,353.9105,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 00:45:00,12605,NULL,15.29713,99.998,354.9819,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 01:00:00,12606,NULL,15.4276,99.998,354.8364,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 01:15:00,12607,NULL,15.47387,99.998,378.1677,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 01:30:00,12608,NULL,15.4984,99.998,388.4659,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 01:45:00,12609,NULL,15.4574,99.998,387.4443,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 02:00:00,12610,NULL,15.5564,99.998,385.4276,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 02:15:00,12611,NULL,15.59507,99.998,409.2626,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 02:30:00,12612,NULL,15.58767,99.998,405.3248,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 02:45:00,12613,NULL,15.5452,99.998,379.1221,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 03:00:00,12614,NULL,15.4408,99.998,364.8649,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 03:15:00,12615,NULL,15.42173,99.998,375.7226,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 03:30:00,12616,NULL,15.398,99.998,388.7304,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 03:45:00,12617,NULL,15.378,99.998,395.4124,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 04:00:00,12618,NULL,15.49167,99.998,366.2914,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 04:15:00,12619,NULL,15.58927,99.998,384.3979,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 04:30:00,12620,NULL,15.55654,99.998,408.4191,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 04:45:00,12621,NULL,15.5646,99.998,406.2803,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 05:00:00,12622,NULL,15.56253,99.998,435.9425,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 05:15:00,12623,NULL,15.56667,99.998,418.9064,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 05:30:00,12624,NULL,15.516,99.998,437.4565,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 05:45:00,12625,NULL,15.49867,99.998,415.4144,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 06:00:00,12626,NULL,15.3934,99.998,398.9787,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 06:15:00,12627,NULL,15.2862,99.998,391.0483,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 06:30:00,12628,NULL,15.15793,99.998,389.8008,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 06:45:00,12629,NULL,15.06607,99.998,385.8509,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 07:00:00,12630,NULL,15.09427,99.998,384.5994,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 07:15:00,12631,NULL,15.04,99.998,380.6433,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 07:30:00,12632,NULL,15.00047,99.998,381.6588,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 07:45:00,12633,NULL,14.97034,99.998,377.8635,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 08:00:00,12634,NULL,14.98173,99.998,376.7198,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 08:15:00,12635,NULL,15.0594,99.998,366.8348,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 08:30:00,12636,NULL,15.19207,99.998,359.1201,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 08:45:00,12637,NULL,15.303,99.998,353.7263,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 09:00:00,12638,NULL,15.4214,99.998,350.398,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 09:15:00,12639,NULL,15.56753,99.998,345.9567,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 09:30:00,12640,NULL,15.54687,99.998,342.6131,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 09:45:00,12641,NULL,15.633,99.998,342.6305,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 10:00:00,12642,NULL,15.8308,99.998,343.243,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 10:15:00,12643,NULL,16.06873,99.998,342.5531,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 10:30:00,12644,NULL,16.195,99.998,338.65,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 10:45:00,12645,NULL,16.34367,99.998,338.4129,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 11:00:00,12646,NULL,16.48693,99.998,337.6833,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 11:15:00,12647,NULL,16.4702,99.998,339.6879,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 11:30:00,12648,NULL,16.6502,99.998,337.1166,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 11:45:00,12649,NULL,16.68534,99.998,352.723,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 12:00:00,12650,NULL,16.99233,99.976,347.7505,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 12:15:00,12651,NULL,17.5228,97.64,338.649,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 12:30:00,12652,NULL,17.51073,97.607,332.4931,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 12:45:00,12653,NULL,17.5562,97.338,328.5024,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 13:00:00,12654,NULL,17.735,95.957,323.708,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 13:15:00,12655,NULL,18.1168,94.348,317.9927,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 13:30:00,12656,NULL,18.0012,94.84,311.0157,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 13:45:00,12657,NULL,18.15347,93.394,302.7526,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 14:00:00,12658,NULL,18.2844,93.355,293.8463,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-01 14:15:00,12659,NULL,18.47773,90.352,282.6792,0,9,6,NULL,15,AHSGP-O_canopy
2014-10-01 14:30:00,12660,NULL,18.69593,91.216,294.5423,0,2,13,NULL,15,AHSGP-O_canopy
2014-10-01 14:45:00,12661,NULL,18.72827,91.658,284.1373,0,7,8,NULL,15,AHSGP-O_canopy
2014-10-01 15:00:00,12662,NULL,19.61967,85.617,275.1335,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 15:15:00,12663,NULL,20.331,82.676,274.7407,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 15:30:00,12664,NULL,19.7444,82.926,275.0521,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 15:45:00,12665,NULL,19.584,85.208,274.7855,1,14,0,NULL,15,AHSGP-O_canopy
2014-10-01 16:00:00,12666,NULL,19.38987,84.886,274.7824,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 16:15:00,12667,NULL,19.50507,83.724,274.7061,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 16:30:00,12668,NULL,20.19827,81.529,274.4548,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 16:45:00,12669,NULL,20.0366,80.779,274.4456,1,14,0,NULL,15,AHSGP-O_canopy
2014-10-01 17:00:00,12670,NULL,20.15027,79.033,274.3246,1,14,0,NULL,15,AHSGP-O_canopy
2014-10-01 17:15:00,12671,NULL,19.58727,81.365,274.5993,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 17:30:00,12672,NULL,19.8634,80.25,274.4803,1,14,0,NULL,15,AHSGP-O_canopy
2014-10-01 17:45:00,12673,NULL,20.12947,81.17,274.4731,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 18:00:00,12674,NULL,19.52733,84.17,274.6786,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 18:15:00,12675,NULL,19.06967,85.386,274.8934,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 18:30:00,12676,NULL,18.70947,87.306,275.1355,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 18:45:00,12677,NULL,18.18193,90.102,275.4031,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 19:00:00,12678,NULL,17.7888,91.924,275.7582,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 19:15:00,12679,NULL,17.2254,93.691,276.1082,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 19:30:00,12680,NULL,17.192,93.644,275.9749,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 19:45:00,12681,NULL,17.01554,93.546,276.1499,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 20:00:00,12682,NULL,16.92447,94.212,276.1265,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 20:15:00,12683,NULL,16.7402,95.1,276.4878,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 20:30:00,12684,NULL,16.6764,95.246,276.3239,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 20:45:00,12685,NULL,16.52347,95.766,276.6424,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 21:00:00,12686,NULL,16.2172,97.508,277.0982,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 21:15:00,12687,NULL,16.06933,97.367,276.9253,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 21:30:00,12688,NULL,16.13313,96.81,276.5448,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 21:45:00,12689,NULL,16.1156,98.02,276.9925,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 22:00:00,12690,NULL,15.78547,99.354,277.7484,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 22:15:00,12691,NULL,15.64767,99.375,278.0598,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 22:30:00,12692,NULL,15.71113,99.039,278.0669,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 22:45:00,12693,NULL,15.9192,98.308,277.9967,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 23:00:00,12694,NULL,15.94913,98.156,277.8065,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 23:15:00,12695,NULL,15.81107,98.191,278.0374,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 23:30:00,12696,NULL,15.50553,99.273,278.3732,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-01 23:45:00,12697,NULL,15.32107,99.8,278.3406,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 00:00:00,12698,NULL,15.04933,99.998,278.0171,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 00:15:00,12699,NULL,14.96107,99.998,279.9086,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 00:30:00,12700,NULL,14.74353,99.998,283.243,0,10,5,NULL,15,AHSGP-O_canopy
2014-10-02 00:45:00,12701,NULL,14.76613,99.998,285.8223,0,0,15,NULL,15,AHSGP-O_canopy
2014-10-02 01:00:00,12702,NULL,14.893,99.998,284.3947,0,6,9,NULL,15,AHSGP-O_canopy
2014-10-02 01:15:00,12703,NULL,14.88293,99.998,282.1034,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 01:30:00,12704,NULL,14.922,99.998,280.4825,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 01:45:00,12705,NULL,14.91867,99.998,279.1902,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 02:00:00,12706,NULL,14.94953,99.998,279.1617,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 02:15:00,12707,NULL,14.8372,99.998,280.4011,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 02:30:00,12708,NULL,14.8508,99.998,279.5973,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 02:45:00,12709,NULL,14.72207,99.998,279.006,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 03:00:00,12710,NULL,14.71,99.998,278.8423,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 03:15:00,12711,NULL,14.80767,99.998,278.9766,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 03:30:00,12712,NULL,14.84,99.998,278.9786,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 03:45:00,12713,NULL,14.77953,99.998,278.8433,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 04:00:00,12714,NULL,14.64627,99.998,278.6337,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 04:15:00,12715,NULL,14.8354,99.998,278.8463,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 04:30:00,12716,NULL,14.95574,99.998,278.8972,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 04:45:00,12717,NULL,14.98353,99.998,278.7018,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 05:00:00,12718,NULL,15.01,99.998,278.887,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 05:15:00,12719,NULL,15.0454,99.998,278.6347,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 05:30:00,12720,NULL,15.08493,99.998,278.6103,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 05:45:00,12721,NULL,15.0272,99.998,278.766,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 06:00:00,12722,NULL,14.76227,99.998,278.5513,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 06:15:00,12723,NULL,14.708,99.998,278.6733,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 06:30:00,12724,NULL,14.57833,99.998,280.0358,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 06:45:00,12725,NULL,14.66993,99.998,278.9247,0,15,0,NULL,15,AHSGP-O_canopy
2014-10-02 07:00:00,12726,NULL,14.67533,99.998,278.4607,0,15,0,NULL,15,AHSGP-O_canopy
